,Speed,TimeSinceLast,DistinctIds,VideoForumThreads,DurationOfVideoActivity,SelectiveNumOfEvents,ProblemID,UserID,SubmissionNumber
2008,254.714285714,1783.0,0.0,3.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,25
2009,4156.28571429,29094.0,0.0,65.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,27
2010,156101.571429,1092711.0,0.0,34.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,31
2011,5449.75,21799.0,0.0,26.0,0.0,0.0,14,f94d89740a58c492b4519f2f4f90f1f8,6
2012,359.5,1438.0,0.0,3.0,0.0,0.0,14,f94d89740a58c492b4519f2f4f90f1f8,8
2013,171.5,686.0,0.0,23.0,0.0,0.0,14,f94d89740a58c492b4519f2f4f90f1f8,11
2014,15861.6666667,47585.0,0.0,44.0,0.0,0.0,14,631359694fa30ec58002618d96e9da9a,1
2015,311.333333333,934.0,0.0,5.0,0.0,0.0,14,631359694fa30ec58002618d96e9da9a,2
2016,276.666666667,830.0,0.0,1.0,0.0,0.0,14,465029ca8c2db4215fd6da0e74758daf,3
2017,230.333333333,691.0,0.0,1.0,0.0,0.0,14,465029ca8c2db4215fd6da0e74758daf,7
2018,665.666666667,3994.0,0.0,8.0,0.0,0.0,14,affef9c3e573fc5a1682a8aed775db9b,2
2019,364.166666667,2185.0,0.0,5.0,0.0,0.0,14,affef9c3e573fc5a1682a8aed775db9b,43
2020,11365.1666667,68191.0,0.0,11.0,0.0,0.0,14,affef9c3e573fc5a1682a8aed775db9b,44
2021,341.5,2049.0,0.0,1.0,0.0,0.0,14,affef9c3e573fc5a1682a8aed775db9b,45
2022,16221.1666667,97327.0,0.0,87.0,0.0,0.0,14,affef9c3e573fc5a1682a8aed775db9b,46
2023,7290.33333333,43742.0,0.0,5.0,0.0,0.0,14,730a65f226b0663226b38ae00ccab79a,22
2024,889.5,5337.0,0.0,6.0,0.0,0.0,14,730a65f226b0663226b38ae00ccab79a,24
2025,190.666666667,1144.0,0.0,4.0,0.0,0.0,14,730a65f226b0663226b38ae00ccab79a,25
2026,12918.5,77511.0,0.0,7.0,0.0,0.0,14,730a65f226b0663226b38ae00ccab79a,26
2027,391.833333333,2351.0,0.0,14.0,0.0,0.0,14,730a65f226b0663226b38ae00ccab79a,35
2028,52.1666666667,939.0,0.0,8.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,3
2029,2942.94444444,52973.0,0.0,35.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,7
2030,103.666666667,1866.0,0.0,4.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,8
2031,15.7777777778,284.0,0.0,5.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,9
2032,55.3888888889,997.0,0.0,7.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,10
2033,7.72222222222,139.0,0.0,2.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,11
2034,6620.11111111,119162.0,0.0,65.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,12
2035,66.6666666667,1200.0,0.0,1.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,16
2036,29.5,531.0,0.0,1.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,17
2037,35.0,630.0,0.0,1.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,18
2038,7963.77777778,143348.0,0.0,48.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,19
2039,697.444444444,12554.0,0.0,28.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,20
2040,594.055555556,10693.0,0.0,65.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,23
2041,347.611111111,6257.0,0.0,20.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,24
2042,14.3333333333,258.0,0.0,1.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,26
2043,2335.61111111,42041.0,0.0,22.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,27
2044,1293.0,23274.0,0.0,54.0,0.0,0.0,14,d2452a5519a4f7a3f903727cc7390162,28
2045,10365.0,20730.0,0.0,5.0,0.0,0.0,14,f31a4aacb826dc1149e93deb4e60242e,3
